Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.054276703628151596,0.06225864381002744,0.054276703628151596,0.05959758907556534,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05959759006627846,0.06279073339856275,0.05959759006627846,0.06172594428062439,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.061725962033042016,0.06332284016382982,0.061725962033042016,0.06279075145721436,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06279077328070493,0.06332286217225261,0.060661805703360085,0.06119389459490776,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06119386444890434,0.06172595307832859,0.0595975985606316,0.06012968719005585,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06012971536209614,0.06012971536209614,0.05800135984721968,0.0585334487259388,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05853342790129604,0.05959760528012815,0.055872984454215756,0.05693716183304787,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.056937121244016786,0.056937121244016786,0.05480876800360166,0.055340856313705444,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05534089382755802,0.056405071169137955,0.05480880515676805,0.056405071169137955,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.056405076983938665,0.0585334318865107,0.05587298825829566,0.05800134316086769,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05800131404400928,0.059065490961074836,0.05800131404400928,0.05906549096107483,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05906553760465791,0.05906553760465791,0.05746927096850057,0.0585334487259388,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.0585334318865107,0.0585334318865107,0.05800134316086769,0.05800134316086769,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05800135984721968,0.05959762648337703,0.05800135984721968,0.0585334487259388,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.059065490961074836,0.060661756336673166,0.059065490961074836,0.05906549096107483,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.059065490961074836,0.05959757941960761,0.059065490961074836,0.05906549096107483,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.059065520612153706,0.05959760933779672,0.056937165709581676,0.05800134316086769,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05800135984721968,0.05959762648337703,0.05800135984721968,0.0585334487259388,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05853341198608259,0.060129677620306715,0.05853341198608259,0.05959758907556534,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.0595975985606316,0.06066177581948009,0.0585334213017831,0.06012968719005585,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.060661805703360085,0.06225868438915725,0.060661805703360085,0.06119389459490776,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06119385572703791,0.06225864484497628,0.06119385572703791,0.06172594428062439,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06172594428062439,0.06172594428062439,0.05959759006627846,0.06172594428062439,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06172597301928902,0.06438702903693364,0.06119388421797017,0.06385494023561478,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.0638549346938039,0.06438702344894409,0.0638549346938039,0.06438702344894409,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06438702711078051,0.06438702711078051,0.061725971172742006,0.06225867196917534,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06225867196917534,0.06279076075457662,0.06066179360193943,0.06225867196917534,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06225868438915725,0.06225868438915725,0.06119389459490776,0.06119389459490776,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06119386807767461,0.061725956738651486,0.06066177941669773,0.06145991012454033,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.061459917864790964,0.06864372998721843,0.061193875784419954,0.06757955253124237,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06811166906369852,0.07476339517349803,0.06811166906369852,0.07183690369129181,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07183689060576695,0.0729010683023141,0.07130418974638902,0.07236897945404053,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07236898074350492,0.07236898074350492,0.06970792444361824,0.07024001330137253,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07023999250922446,0.07077208120947207,0.06704746030773874,0.0686437264084816,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.06864372998721843,0.06864372998721843,0.06651537507526631,0.06757955253124237,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06757955253124237,0.06864372998721843,0.06704746380325434,0.06757955253124237,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06757955808966543,0.06757955808966543,0.06704746931791306,0.06704746931791306,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06757955253124237,0.06864372998721843,0.06757955253124237,0.06757955253124237,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.06757955253124237,0.0681116412592304,0.06651537507526631,0.06757955253124237,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.0675795914139238,0.06811168044805527,0.06704750237979233,0.06811168044805527,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.0681116412592304,0.0681116412592304,0.06757955253124237,0.06757955253124237,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.0675795914139238,0.06970794755044969,0.0675795914139238,0.06811168044805527,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06811163770823397,0.06917581510872921,0.06811163770823397,0.0686437264084816,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.06864376948218674,0.06864376948218674,0.06811168044805527,0.06811168044805527,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.06811168044805527,0.06917585851631822,0.06811168044805527,0.06811168044805527,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.06811163770823397,0.07023999250922446,0.06811163770823397,0.0686437264084816,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.06864372998721843,0.06864372998721843,0.06704746380325434,0.06757955253124237,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.06757955808966543,0.06757955808966543,0.06651538054616069,0.06704746931791306,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.06704747304330805,0.06757956184462516,0.06598329544067383,0.06598329544067383,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,0.06598329544067383,0.06651538424199094,0.06598329544067383,0.06598329544067383,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,0.06598329544067383,0.06704747304330805,0.06598329544067383,0.06598329544067383,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,0.06598332431152938,0.06811168044805527,0.06598332431152938,0.06811168044805527,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,0.06811165787035538,0.07024001330137253,0.06811165787035538,0.07024001330137253,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,0.07024002484448563,0.07290108158168537,0.06970793589928886,0.07183690369129181,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,0.07236897927137738,0.07556151235296067,0.07236897927137738,0.07449733465909958,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,0.07449733484713482,0.07449733484713482,0.07236897945404053,0.07236897945404053,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,0.07236897945404053,0.07236897945404053,0.07130418974638902,0.07236897945404053,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,0.07236899263648859,0.07290108158168537,0.0713042027348792,0.07183690369129181,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,0.07183685568579792,0.07290103286504745,0.0713041550853663,0.07290103286504745,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,0.07290103286504745,0.07290103286504745,0.07183685568579792,0.07290103286504745,3427200,0.0,0.0
1986-06-09 00:00:00-04:00,0.0729010365448761,0.0729010365448761,0.06970789283514023,0.06970789283514023,12672000,0.0,0.0
1986-06-10 00:00:00-04:00,0.06970789283514023,0.06970789283514023,0.06864371560217418,0.06970789283514023,3427200,0.0,0.0
1986-06-11 00:00:00-04:00,0.06970789283514023,0.06970789283514023,0.06864371560217418,0.06970789283514023,2304000,0.0,0.0
1986-06-12 00:00:00-04:00,0.06970791317667491,0.06970791317667491,0.06651538054616069,0.06704746931791306,13708800,0.0,0.0
1986-06-13 00:00:00-04:00,0.06704746931791306,0.06757955808966543,0.06651538054616069,0.06704746931791306,7891200,0.0,0.0
1986-06-16 00:00:00-04:00,0.06704744488007501,0.06757953345788868,0.06598326772444768,0.06651535630226135,9590400,0.0,0.0
