Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1999-03-10 00:00:00-05:00,43.335807043890334,43.36229592350151,42.62060729438847,43.28282928466797,5232000,0.0,0.0,0.0
1999-03-11 00:00:00-05:00,43.600714168943526,43.85235863103646,42.64711410206505,43.49475860595703,9688600,0.0,0.0,0.0
1999-03-12 00:00:00-05:00,43.33581805854254,43.3623069448864,42.09084040038148,42.43519592285156,8743600,0.0,0.0,0.0
1999-03-15 00:00:00-05:00,42.75306435001706,43.706664298344585,42.30275326330685,43.6536865234375,6369000,0.0,0.0,0.0
1999-03-16 00:00:00-05:00,43.839094905646704,44.20993921300565,43.36229508189948,44.02451705932617,4905800,0.0,0.0,0.0
1999-03-17 00:00:00-05:00,44.02452016657049,44.07749792850379,43.57420919013746,43.7066535949707,3965000,0.0,0.0,0.0
1999-03-18 00:00:00-05:00,43.65369138592914,44.58080255007205,43.640446940727095,44.55431365966797,4848400,0.0,0.0,0.0
1999-03-19 00:00:00-05:00,45.137060755414886,45.137060755414886,43.388794317705155,43.415283203125,7160400,0.0,0.0,0.0
1999-03-22 00:00:00-05:00,43.600709463947716,43.70666501550044,42.80604282730225,42.8855094909668,5024800,0.0,0.0,0.0
1999-03-23 00:00:00-05:00,42.64711528978336,42.80604863868938,41.29618182408214,41.375648498535156,10962400,0.0,0.0,0.0
1999-03-24 00:00:00-05:00,41.74648214523268,42.80603752962945,41.110748914594616,42.77954864501953,8447000,0.0,0.0,0.0
1999-03-25 00:00:00-05:00,43.44176617147247,44.34238815307617,43.157010691994834,44.34238815307617,8133800,0.0,0.0,0.0
1999-03-26 00:00:00-05:00,43.971540847262325,44.474829567803276,43.68016316694914,43.86558532714844,8256200,0.0,0.0,0.0
1999-03-29 00:00:00-05:00,44.39538134061373,45.48142587221586,44.130492430466866,45.45493698120117,5113800,0.0,0.0,0.0
1999-03-30 00:00:00-05:00,45.40193942343125,45.77278373610805,44.951628472323705,45.13705062866211,4940600,0.0,0.0,0.0
1999-03-31 00:00:00-05:00,45.87876097796714,45.93173876200637,44.34240524082968,44.474849700927734,8256600,0.0,0.0,0.0
1999-04-01 00:00:00-05:00,45.77280293378974,45.82578071496311,44.66026952914902,45.40195846557617,8715800,0.0,0.0,0.0
1999-04-05 00:00:00-04:00,46.13701383809785,47.11048032786395,45.85225833428872,47.04425811767578,5697200,0.0,0.0,0.0
1999-04-06 00:00:00-04:00,46.9912702448417,47.65349220432368,46.59393706915251,47.136959075927734,7522400,0.0,0.0,0.0
1999-04-07 00:00:00-04:00,47.57401451964327,47.67997000855116,45.64032684707425,46.64690399169922,11923600,0.0,0.0,0.0
1999-04-08 00:00:00-04:00,46.567465390487456,47.24293203864299,45.61386541662082,47.01777648925781,7952400,0.0,0.0,0.0
1999-04-09 00:00:00-04:00,46.938302504655894,47.4151024172314,46.80585808449603,47.309146881103516,4946800,0.0,0.0,0.0
1999-04-12 00:00:00-04:00,46.19661684262041,47.309150046399104,46.1436390710119,46.99128341674805,10934000,0.0,0.0,0.0
1999-04-13 00:00:00-04:00,47.282648162841795,47.3886036769322,45.98469311523437,46.35553741455078,9962200,0.0,0.0,0.0
1999-04-14 00:00:00-04:00,46.93830887833996,46.991286653597676,44.50795343839205,44.76622009277344,21253800,0.0,0.0,0.0
1999-04-15 00:00:00-04:00,44.92515429459465,45.448309835466254,43.33582100587078,45.375465393066406,17650600,0.0,0.0,0.0
