Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.469910012539554,24.469910012539554,24.348169166706022,24.452518463134766,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.46990848395784,24.626432418823246,24.46990848395784,24.626432418823242,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.609030333096246,24.695988037453475,24.55685571048191,24.67859649658203,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.713391593975665,24.956873284556707,24.69600004464845,24.939481735229492,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,25.0264336042934,25.095999785264333,24.748168880409665,25.043825149536133,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,25.02643585205078,25.078610492465064,24.887303477612697,25.02643585205078,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,25.02643585205078,25.113393586074586,24.991652758441262,25.02643585205078,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,24.939460495454266,24.939460495454266,24.800328219329,24.852502822875977,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.852515497214306,24.90469012736941,24.782949323674167,24.887298583984375,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.922086912003945,25.11339392947222,24.922086912003945,25.009044647216797,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,24.974259583032794,24.974259583032794,24.81773567199707,24.81773567199707,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.748172285572217,24.748172285572217,24.156859665959107,24.19164276123047,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.19164501299961,24.226428111508596,24.087295717472653,24.174253463745117,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.45252632322373,24.45252632322373,23.826430343397234,24.156869888305664,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.156856740735353,24.24381446838379,24.12207364967598,24.24381446838379,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.3133770422564,24.36555167110244,24.243810870461672,24.330768585205078,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.40034275300513,24.417734301653034,24.19164416923032,24.313385009765625,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.33077609741082,24.626432418823246,24.33077609741082,24.626432418823242,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.609030333096246,24.695988037453475,24.55685571048191,24.67859649658203,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.730783807484723,24.730783807484723,24.591651409130378,24.71339225769043,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.800355234193226,24.800355234193226,24.60904814613143,24.643831253051758,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.66121370636538,25.009044647216797,24.62643061228024,25.009044647216797,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,25.043835204063694,25.130792965188913,25.009052099613605,25.113401412963867,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.148177712740672,25.148177712740672,24.974262237548828,24.974262237548828,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,25.009050539751957,25.113399846593758,24.887309681769853,24.904701232910156,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.956879980577146,25.46123504638672,24.956879980577146,25.46123504638672,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.409056402707115,25.426447953975224,25.32209864636657,25.3742733001709,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.374264649262017,25.42643928527832,25.269915377229413,25.42643928527832,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.443836025086284,25.513402220643595,25.32209518286099,25.35687828063965,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.148173397643152,25.165564942178175,24.939474863222877,25.095998764038086,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.078623822968584,25.21775627136231,25.078623822968584,25.217756271362305,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,25.21775627136231,25.28732249555917,25.21775627136231,25.217756271362305,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.182966752485797,25.182966752485797,25.026442787863992,25.06122589111328,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.16558160321466,25.322105607657598,25.16558160321466,25.217756271362305,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.31936633595156,25.31936633595156,25.179576873779297,25.179576873779297,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,24.934960391250257,25.092223631279165,24.917486697913713,25.03980255126953,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,25.109684454033303,25.127158138413282,25.05726340089336,25.09221076965332,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,25.05726340089336,25.19705287593321,24.934947610233486,25.09221076965332,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,25.109685995504517,25.301896535484023,25.074738624599153,25.249475479125977,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,25.23199977888029,25.249473462937686,25.09221030642112,25.109683990478516,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,25.12716440847163,25.336848673354563,25.12716440847163,25.21453285217285,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,25.24948788414186,25.284435272216797,25.214540496066924,25.284435272216797,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,25.35431903955188,25.424213785353537,25.2669506072998,25.266950607299805,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,25.301892653180026,25.301892653180026,25.127155825464694,25.179576873779297,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,24.969883535535182,24.969883535535182,24.655357360839847,24.655357360839844,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,24.847585643128042,24.847585643128042,24.7077961317743,24.777690887451172,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,24.830096584735532,24.830096584735532,24.63788612559965,24.707780838012695,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,24.742727815978874,24.795148849487305,24.690306782470444,24.795148849487305,28000,0.0,0.0,0.0
1993-04-08 00:00:00-04:00,24.900018689324508,24.900018689324508,24.655386926762723,24.760229110717773,180800,0.0,0.0,0.0
1993-04-12 00:00:00-04:00,25.004841886134137,25.127157674535912,24.969894518019345,25.109683990478516,348500,0.0,0.0,0.0
1993-04-13 00:00:00-04:00,25.092216528786555,25.249479724301235,25.074742840396034,25.162111282348633,146100,0.0,0.0,0.0
1993-04-14 00:00:00-04:00,25.179597375787512,25.19707107278667,25.109702587790878,25.12717628479004,119600,0.0,0.0,0.0
1993-04-15 00:00:00-04:00,25.109702587790878,25.179597375787512,25.022334102795085,25.12717628479004,148600,0.0,0.0,0.0
1993-04-16 00:00:00-04:00,25.144649981789197,25.179597375787512,25.09222889079172,25.12717628479004,47900,0.0,0.0,0.0
1993-04-19 00:00:00-04:00,25.127165746422452,25.197060505105128,25.004849918727768,25.022323608398438,157000,0.0,0.0,0.0
1993-04-20 00:00:00-04:00,24.987381436532004,25.022328823156524,24.742749730160362,24.900012969970703,279500,0.0,0.0,0.0
1993-04-21 00:00:00-04:00,24.952411571245513,24.952411571245513,24.812622150678312,24.882516860961914,67900,0.0,0.0,0.0
1993-04-22 00:00:00-04:00,24.77769078163809,24.98737504777325,24.56800651550293,24.56800651550293,97700,0.0,0.0,0.0
1993-04-23 00:00:00-04:00,24.515582528795512,24.585477275848387,24.42821409497942,24.46316146850586,106000,0.0,0.0,0.0
1993-04-26 00:00:00-04:00,24.480630705732505,24.567999123668738,24.20105176833656,24.270946502685547,62600,0.0,0.0,0.0
1993-04-27 00:00:00-04:00,24.23600923641455,24.533061981201172,24.23600923641455,24.533061981201172,156800,0.0,0.0,0.0
1993-04-28 00:00:00-04:00,24.498114101891854,24.550535173436558,24.44569303034715,24.480640411376953,85900,0.0,0.0,0.0
1993-04-29 00:00:00-04:00,24.533058670792244,24.585479736328125,24.393269162696562,24.585479736328125,85000,0.0,0.0,0.0
1993-04-30 00:00:00-04:00,24.672843418703426,24.76021184440705,24.62042236328125,24.62042236328125,88500,0.0,0.0,0.0
1993-05-03 00:00:00-04:00,24.655375065016646,24.777690887451172,24.550532931501337,24.777690887451172,80500,0.0,0.0,0.0
1993-05-04 00:00:00-04:00,24.830107712360306,24.952423513899028,24.795160340492103,24.865055084228516,149100,0.0,0.0,0.0
1993-05-05 00:00:00-04:00,24.86506654302307,25.022329788903047,24.86506654302307,24.934961318969727,109000,0.0,0.0,0.0
1993-05-06 00:00:00-04:00,24.90001247904975,24.9174861720175,24.830117707178733,24.847591400146484,54700,0.0,0.0,0.0
1993-05-07 00:00:00-04:00,24.86504356083188,24.86504356083188,24.760201493815018,24.795148849487305,68000,0.0,0.0,0.0
1993-05-10 00:00:00-04:00,24.830117707178733,24.987380943888517,24.830117707178733,24.847591400146484,113900,0.0,0.0,0.0
1993-05-11 00:00:00-04:00,24.84758667985932,24.952428817749023,24.777691921266186,24.952428817749023,42600,0.0,0.0,0.0
1993-05-12 00:00:00-04:00,24.8475762028848,24.934944614287346,24.8475762028848,24.917470932006836,31000,0.0,0.0,0.0
1993-05-13 00:00:00-04:00,24.812632899829225,24.812632899829225,24.602948678140528,24.62042236328125,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,24.620415193113413,24.690309913320974,24.58546783300963,24.602941513061523,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,24.672845374753265,24.690319061279297,24.56800325559709,24.690319061279297,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,24.707800854366834,24.725274546625933,24.585485008553135,24.672853469848633,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,24.672840073404835,25.179576873779297,24.515576928461034,25.179576873779297,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,25.179580737315245,25.249475479125973,25.1271596809572,25.249475479125977,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,25.266955263787807,25.301902643129143,25.004849918727768,25.022323608398438,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,25.074755193792562,25.214544769785828,25.074755193792562,25.12717628479004,30500,0.0,0.0,0.0
